path,cluster,bg_frac,p1,p50,p99,grad_mean,grad_tail,var_med,var_iqr,spec_slope
001536.npy,0,0.107391,0.003922,0.278431,0.894118,0.058083,5.393263,0.006902,0.013603,-1.224260
001537.npy,0,0.008011,0.054902,0.203922,0.803922,0.017863,8.892088,0.000467,0.000969,-1.594299
001538.npy,0,0.008072,0.054902,0.196078,0.749020,0.017114,8.681101,0.000465,0.000915,-1.584529
001539.npy,0,0.007828,0.054902,0.196078,0.749020,0.017113,8.674993,0.000466,0.000908,-1.584021
001540.npy,0,0.021759,0.023529,0.976471,0.988235,0.013405,11.176946,0.000010,0.000032,-1.454606
001541.npy,0,0.000412,0.352941,0.827451,0.941176,0.029599,6.969055,0.000922,0.003980,-1.234433
001542.npy,0,0.000412,0.360784,0.827451,0.937255,0.026125,7.452811,0.000571,0.003173,-1.291962
001543.npy,0,0.000412,0.376471,0.827451,0.937255,0.026022,7.552228,0.000577,0.003305,-1.266339
001544.npy,0,0.056824,0.035294,0.196078,0.635294,0.065156,3.714610,0.007123,0.008721,-1.113337
001545.npy,0,0.187500,0.023529,0.109804,0.600000,0.022436,6.379632,0.000556,0.001428,-1.307465
001546.npy,0,0.081680,0.039216,0.125490,0.603922,0.022472,6.407136,0.000566,0.001474,-1.306643
001547.npy,0,0.179321,0.023529,0.105882,0.592157,0.021145,6.249565,0.000434,0.001071,-1.305440
001548.npy,0,0.003571,0.070588,0.517647,0.588235,0.018271,11.701581,0.000011,0.001056,-1.233409
001549.npy,0,0.006622,0.054902,0.376471,0.796078,0.034570,7.116833,0.001594,0.007952,-1.252947
001550.npy,0,0.017349,0.039216,0.337255,0.745098,0.023214,8.455949,0.000672,0.002934,-1.315150
001551.npy,0,0.020432,0.039216,0.341176,0.682353,0.022043,8.159964,0.000443,0.002852,-1.306809
001552.npy,1,0.124344,0.011765,0.188235,0.890196,0.075243,4.906335,0.010600,0.036580,-1.210661
001553.npy,0,0.046997,0.011765,0.592157,0.909804,0.041660,6.394936,0.001752,0.008422,-1.334173
001554.npy,0,0.037354,0.015686,0.654902,0.933333,0.041374,6.474789,0.001626,0.007779,-1.333737
001555.npy,0,0.047180,0.011765,0.509804,0.898039,0.042927,6.466393,0.002299,0.008545,-1.339017
001556.npy,0,0.005325,0.094118,0.843137,0.996078,0.016604,10.575140,0.000159,0.000765,-1.352906
001557.npy,1,0.100006,0.000000,0.470588,0.831373,0.114262,2.790455,0.018746,0.011221,-0.896676
001558.npy,1,0.087265,0.000000,0.486275,0.850980,0.126834,2.736563,0.022432,0.013196,-0.874906
001559.npy,1,0.110168,0.000000,0.443137,0.800000,0.117897,2.776931,0.019771,0.010610,-0.887381
001560.npy,0,0.188446,0.015686,0.164706,0.819608,0.034383,7.381927,0.001416,0.008315,-1.433904
001561.npy,0,0.015488,0.043137,0.600000,0.988235,0.053424,6.619819,0.004818,0.023216,-1.446565
001562.npy,0,0.009293,0.050980,0.627451,0.988235,0.046177,7.349202,0.003198,0.015966,-1.474431
001563.npy,0,0.008820,0.050980,0.627451,0.988235,0.046101,7.336648,0.003201,0.015939,-1.474375
001564.npy,0,0.151962,0.007843,0.270588,0.968627,0.019667,6.327470,0.000641,0.002942,-1.704378
001565.npy,0,0.171783,0.011765,0.360784,0.850980,0.034518,8.206102,0.001459,0.007582,-1.658864
001566.npy,0,0.169983,0.011765,0.360784,0.823529,0.033589,8.098561,0.001378,0.008179,-1.660305
001567.npy,0,0.129990,0.011765,0.513726,0.815686,0.034901,7.199717,0.001599,0.011181,-1.721898
001568.npy,0,0.006866,0.054902,0.141176,0.631373,0.030314,3.095283,0.000932,0.001188,-1.141110
001569.npy,0,0.004242,0.058824,0.156863,0.549020,0.038448,2.741263,0.001639,0.000676,-0.930653
001570.npy,0,0.002716,0.066667,0.164706,0.568627,0.038015,2.747135,0.001590,0.000699,-0.938989
001571.npy,0,0.002243,0.066667,0.168627,0.580392,0.038671,2.789159,0.001629,0.000790,-0.950103
001572.npy,1,0.001099,0.090196,0.372549,0.905882,0.103238,3.243213,0.014657,0.013757,-0.893895
001573.npy,1,0.003098,0.058824,0.341176,0.937255,0.092509,4.440049,0.015050,0.032923,-1.161047
001574.npy,1,0.003128,0.058824,0.341176,0.933333,0.092556,4.419829,0.015295,0.033042,-1.162462
001575.npy,1,0.003052,0.058824,0.294118,0.933333,0.095653,4.398748,0.015349,0.033686,-1.126301
001576.npy,0,0.006821,0.062745,0.349020,0.815686,0.037772,7.980099,0.001937,0.006539,-1.367278
001577.npy,0,0.637161,0.007843,0.035294,0.333333,0.012560,12.942771,0.000056,0.000082,-1.251334
001578.npy,0,0.602615,0.011765,0.039216,0.364706,0.013575,12.593000,0.000074,0.000108,-1.252336
001579.npy,0,0.594589,0.011765,0.039216,0.333333,0.012662,12.832235,0.000064,0.000091,-1.244162
001580.npy,0,0.044403,0.023529,0.176471,0.862745,0.010522,5.701436,0.000157,0.000371,-1.577397
001581.npy,0,0.035446,0.027451,0.207843,0.670588,0.013464,3.961699,0.000396,0.001063,-1.557999
001582.npy,0,0.026016,0.035294,0.231373,0.705882,0.014324,4.028389,0.000422,0.001161,-1.567587
001583.npy,0,0.015152,0.043137,0.282353,0.945098,0.017203,4.180056,0.000612,0.001385,-1.533790
001584.npy,1,0.001495,0.101961,0.513726,0.941176,0.091257,3.696197,0.013258,0.014728,-1.022602
001585.npy,0,0.023178,0.039216,0.329412,0.952941,0.063047,5.117015,0.004809,0.015074,-1.168908
001586.npy,0,0.047638,0.035294,0.313726,0.952941,0.059878,5.410700,0.004287,0.014378,-1.181100
001587.npy,0,0.039276,0.039216,0.317647,0.952941,0.060141,5.399446,0.004339,0.015843,-1.186899
001588.npy,0,0.000381,0.164706,0.568627,0.913725,0.019929,2.491037,0.000609,0.000343,-1.193620
001589.npy,0,0.017319,0.039216,0.356863,0.952941,0.063404,6.448995,0.005474,0.022191,-1.231195
001590.npy,1,0.020920,0.035294,0.329412,0.964706,0.073345,5.737960,0.010708,0.033472,-1.223341
001591.npy,1,0.019714,0.039216,0.333333,0.960784,0.070747,5.905987,0.009474,0.029554,-1.228876
001592.npy,0,0.003265,0.090196,0.501961,0.839216,0.049056,3.804780,0.003487,0.005130,-1.257292
001593.npy,0,0.000031,0.156863,0.729412,0.917647,0.042278,3.627085,0.001890,0.001828,-0.991122
001594.npy,0,0.002411,0.086275,0.792157,0.921569,0.029413,5.815222,0.000823,0.000883,-1.238259
001595.npy,0,0.001968,0.090196,0.800000,0.925490,0.029727,5.707274,0.000841,0.000978,-1.249850
001596.npy,0,0.000229,0.141176,0.407843,0.941176,0.031052,2.597344,0.001231,0.000514,-0.848131
001597.npy,0,0.000732,0.094118,0.717647,0.980392,0.029187,5.497663,0.000947,0.004156,-1.214600
001598.npy,0,0.001648,0.078431,0.678431,0.980392,0.034161,4.911101,0.001857,0.004991,-1.172834
001599.npy,0,0.000549,0.098039,0.764706,0.980392,0.026992,5.867974,0.000558,0.003888,-1.205391
001600.npy,0,0.000061,0.137255,0.266667,0.364706,0.025595,3.683281,0.001026,0.000828,-0.854478
001601.npy,0,0.007111,0.066667,0.231373,0.537255,0.049351,3.457531,0.005336,0.005605,-1.120969
001602.npy,0,0.004181,0.105882,0.325490,0.760784,0.066838,3.503175,0.010208,0.010603,-1.119976
001603.npy,0,0.006943,0.070588,0.235294,0.541176,0.049696,3.426023,0.005417,0.005576,-1.114485
001604.npy,0,0.096329,0.015686,0.243137,0.792157,0.025325,7.381789,0.000796,0.001684,-1.467762
001605.npy,1,0.011475,0.047059,0.564706,0.972549,0.164425,2.150178,0.059124,0.022197,-1.066637
001606.npy,1,0.013947,0.043137,0.549020,0.960784,0.160833,2.146694,0.057210,0.021548,-1.063376
001607.npy,1,0.014053,0.043137,0.545098,0.960784,0.160832,2.145819,0.057113,0.021562,-1.063479
001608.npy,0,0.088715,0.015686,0.478431,0.968627,0.037171,8.990850,0.002088,0.010513,-1.525791
001609.npy,0,0.000427,0.180392,0.419608,0.870588,0.040863,3.699369,0.003785,0.009256,-1.612463
001610.npy,0,0.003006,0.082353,0.352941,0.886275,0.046832,3.801736,0.005209,0.011751,-1.591948
001611.npy,0,0.001526,0.082353,0.356863,0.886275,0.045227,3.831146,0.004970,0.011647,-1.611201
001612.npy,0,0.011902,0.047059,0.513726,0.937255,0.011201,2.672185,0.000252,0.000159,-1.216092
001613.npy,0,0.220520,0.007843,0.156863,0.478431,0.034649,5.886146,0.003281,0.006322,-1.097490
001614.npy,0,0.286621,0.007843,0.129412,0.517647,0.032457,5.324273,0.002682,0.005721,-1.186637
001615.npy,0,0.287323,0.007843,0.125490,0.513726,0.031835,5.357970,0.002502,0.005971,-1.189343
001616.npy,0,0.013580,0.043137,0.329412,0.831373,0.030536,4.958589,0.001628,0.004072,-1.185818
001617.npy,0,0.020523,0.027451,0.223529,0.647059,0.016525,6.617057,0.000363,0.000793,-1.413483
001618.npy,0,0.007263,0.050980,0.435294,0.878431,0.023011,4.011479,0.000936,0.001745,-1.413702
001619.npy,0,0.019806,0.023529,0.286275,0.647059,0.017265,6.514415,0.000434,0.000899,-1.412636
001620.npy,0,0.077011,0.023529,0.254902,0.854902,0.023721,9.284242,0.000514,0.003802,-1.530974
001621.npy,0,0.001480,0.086275,0.654902,0.862745,0.019825,8.456120,0.000183,0.001719,-1.556350
001622.npy,0,0.001312,0.094118,0.596078,0.847059,0.023046,7.490764,0.000422,0.003142,-1.532714
001623.npy,0,0.001343,0.090196,0.670588,0.873137,0.019115,8.626202,0.000153,0.001384,-1.557225
001624.npy,1,0.014709,0.039216,0.400000,0.949020,0.059215,6.126293,0.006656,0.026322,-1.201613
001625.npy,0,0.000061,0.172549,0.623529,0.964706,0.049770,6.382670,0.005219,0.021714,-1.270991
001626.npy,0,0.000137,0.164706,0.588235,0.952941,0.046033,6.755175,0.004213,0.015448,-1.297627
001627.npy,0,0.000137,0.164706,0.588235,0.952941,0.046804,6.705112,0.004865,0.017171,-1.290756
001628.npy,0,0.004410,0.101961,0.631373,0.882353,0.022881,7.380233,0.000661,0.002255,-1.532074
001629.npy,0,0.002701,0.074510,0.278431,0.803922,0.042645,5.291962,0.004112,0.014940,-1.484634
001630.npy,0,0.001694,0.078431,0.290196,0.803922,0.041900,5.297283,0.003752,0.015034,-1.505960
001631.npy,0,0.001465,0.078431,0.294118,0.807843,0.041910,5.309777,0.003766,0.015013,-1.506863
001632.npy,0,0.033630,0.023529,0.439216,0.839216,0.067225,4.729127,0.007915,0.017140,-1.296390
001633.npy,0,0.000198,0.113725,0.466667,0.890196,0.027947,2.553865,0.001168,0.000877,-1.105029
001634.npy,0,0.000214,0.113725,0.462745,0.890196,0.027855,2.551625,0.001158,0.000849,-1.105335
001635.npy,0,0.006363,0.098039,0.862745,0.976471,0.008803,8.898410,0.000074,0.000069,-1.491217
001636.npy,1,0.036301,0.011765,0.870588,0.980392,0.065579,6.941196,0.003407,0.048644,-1.272752
001637.npy,0,0.300735,0.000000,0.113725,0.764706,0.061730,5.715412,0.006287,0.020299,-1.148230
001638.npy,1,0.306137,0.000000,0.105882,0.756863,0.072871,5.232134,0.010838,0.023860,-1.081242
001639.npy,1,0.292725,0.000000,0.113725,0.772549,0.070211,5.299461,0.009790,0.022613,-1.092388
001640.npy,0,0.015091,0.043137,0.172549,0.552941,0.025097,7.285570,0.000225,0.000950,-0.815079
001641.npy,0,0.009262,0.050980,0.176471,0.352941,0.022621,3.639750,0.000730,0.000690,-1.197891
001642.npy,0,0.005432,0.062745,0.211765,0.474510,0.031548,4.205070,0.001262,0.001621,-1.207603
001643.npy,0,0.020325,0.036667,0.141176,0.298039,0.018021,3.742189,0.000456,0.000424,-1.263223
001644.npy,0,0.014481,0.035294,0.572549,0.898039,0.028092,7.202324,0.001208,0.005030,-1.595233
001645.npy,0,0.245422,0.023529,0.070588,0.945098,0.020996,11.487163,0.000078,0.002137,-1.702008
001646.npy,0,0.252945,0.023529,0.070588,0.949020,0.021038,11.498446,0.000077,0.002141,-1.701946
001647.npy,0,0.175995,0.027451,0.215686,0.964706,0.028602,8.984088,0.000332,0.009535,-1.724197
001648.npy,1,0.057938,0.000000,0.450980,0.984314,0.069340,4.443647,0.008355,0.018546,-1.273770
001649.npy,0,0.009933,0.050980,0.227451,0.862745,0.023749,7.753830,0.000766,0.002112,-1.441561
001650.npy,0,0.009949,0.050980,0.227451,0.862745,0.023741,7.765315,0.000772,0.002085,-1.441466
001651.npy,0,0.010513,0.047059,0.211765,0.862745,0.024032,7.662704,0.000840,0.002009,-1.441734
001652.npy,0,0.001755,0.086275,0.388235,0.831373,0.014168,4.989891,0.000262,0.000476,-1.643257
001653.npy,0,0.000153,0.200000,0.694118,0.850980,0.031595,3.713224,0.001654,0.001671,-1.314101
001654.npy,0,0.000992,0.152941,0.525490,0.839216,0.030923,3.765894,0.001642,0.001640,-1.366295
001655.npy,0,0.001266,0.145098,0.584314,0.843137,0.031605,3.869210,0.001658,0.001749,-1.363816
001656.npy,0,0.000534,0.176471,0.984314,0.992157,0.020868,8.057555,0.000026,0.004385,-1.651096
001657.npy,0,0.041870,0.027451,0.435294,0.866667,0.040171,4.105564,0.003955,0.006370,-1.608305
001658.npy,0,0.045074,0.024902,0.482353,0.882353,0.042470,3.924301,0.003966,0.006579,-1.510694
001659.npy,0,0.051727,0.027451,0.407843,0.862745,0.039618,4.156883,0.003856,0.006686,-1.621557
001660.npy,0,0.002869,0.094118,0.376471,0.894118,0.016802,12.044683,0.000174,0.000399,-1.527447
001661.npy,0,0.015198,0.043137,0.666667,0.949020,0.032482,3.923996,0.003466,0.008064,-1.785099
001662.npy,0,0.010727,0.047059,0.698039,0.945098,0.031065,3.787700,0.002791,0.008541,-1.778513
001663.npy,0,0.016098,0.039216,0.670588,0.945098,0.032374,3.944300,0.003145,0.008448,-1.777360
001664.npy,1,0.018982,0.035294,0.556863,0.870588,0.076163,4.253347,0.011097,0.021179,-1.238929
001665.npy,0,0.042816,0.023529,0.623529,0.874510,0.058743,4.656342,0.005028,0.007996,-1.212806
001666.npy,0,0.038956,0.023529,0.631373,0.882353,0.053213,4.902296,0.003722,0.006358,-1.213286
001667.npy,0,0.031845,0.027451,0.603922,0.886275,0.055077,4.967538,0.004190,0.007943,-1.264109
001668.npy,1,0.038498,0.027451,0.411765,0.996078,0.078782,5.497173,0.008375,0.035051,-1.349897
001669.npy,0,0.000046,0.294118,0.611765,0.854902,0.085979,2.611624,0.007376,0.003524,-0.514409
001670.npy,0,0.000046,0.305882,0.619608,0.862745,0.085020,2.611679,0.007192,0.003355,-0.515854
001671.npy,0,0.000031,0.250980,0.521569,0.725490,0.073177,2.618518,0.005347,0.002674,-0.517321
001672.npy,0,0.031067,0.039216,0.168627,0.956863,0.035223,4.553844,0.002987,0.005484,-1.465675
001673.npy,0,0.066193,0.019608,0.160784,0.521569,0.022613,4.788835,0.001159,0.002349,-1.557735
001674.npy,0,0.034241,0.031373,0.172549,0.545098,0.025650,4.832451,0.001453,0.002431,-1.507319
001675.npy,0,0.038788,0.027451,0.164706,0.537255,0.024886,4.897330,0.001424,0.002503,-1.522930
001676.npy,0,0.240662,0.015686,0.235294,0.894118,0.055475,6.611092,0.005539,0.023362,-1.235716
001677.npy,0,0.104797,0.015686,0.298039,0.458824,0.027330,6.155633,0.000733,0.002988,-1.143093
001678.npy,0,0.103363,0.015686,0.305882,0.474510,0.030109,6.036710,0.000915,0.003616,-1.100501
001679.npy,0,0.153351,0.011765,0.192157,0.513726,0.046863,5.137583,0.002691,0.008013,-0.964013
001680.npy,0,0.000626,0.184314,0.725490,0.945098,0.021413,7.145084,0.000324,0.002363,-1.414494
001681.npy,0,0.000641,0.145098,0.262745,0.901961,0.039548,5.063204,0.002427,0.021206,-1.598045
001682.npy,0,0.000641,0.145098,0.262745,0.898039,0.039536,5.067431,0.002374,0.021419,-1.594478
001683.npy,0,0.000381,0.145098,0.254902,0.909804,0.044985,5.374786,0.004312,0.023582,-1.550921
001684.npy,0,0.093643,0.015686,0.227451,0.874510,0.042868,5.159644,0.002615,0.006003,-1.245179
001685.npy,0,0.007660,0.062745,0.745098,0.988235,0.014537,3.703817,0.000646,0.002004,-1.715590
001686.npy,0,0.008499,0.058824,0.780392,0.988235,0.014014,3.866351,0.000552,0.001952,-1.731054
001687.npy,0,0.003159,0.070588,0.658824,0.988235,0.014496,3.679496,0.000719,0.001985,-1.730280
001688.npy,0,0.000427,0.172549,0.772549,0.988235,0.047850,5.300927,0.003571,0.006192,-1.243743
001689.npy,0,0.002899,0.090196,0.443137,0.929412,0.026298,3.860059,0.001143,0.001837,-1.253085
001690.npy,0,0.001984,0.184314,0.537255,0.929412,0.027550,3.859648,0.001221,0.002193,-1.244190
001691.npy,0,0.001312,0.188235,0.533333,0.929412,0.027521,3.871634,0.001255,0.002160,-1.248102
001692.npy,0,0.054932,0.027451,0.262745,0.890196,0.029275,7.309092,0.002030,0.006163,-1.628163
001693.npy,0,0.025284,0.027451,0.168627,0.976471,0.037125,8.030984,0.000706,0.010586,-1.471840
001694.npy,0,0.028595,0.027451,0.168627,0.976471,0.038074,7.924828,0.000701,0.011796,-1.466290
001695.npy,0,0.030319,0.027451,0.172549,0.945098,0.040776,7.496572,0.000760,0.014979,-1.403627
001696.npy,0,0.001450,0.054902,0.058824,0.960784,0.020182,11.571125,0.000006,0.002189,-1.429095
001697.npy,0,0.064209,0.035294,0.090196,0.352941,0.020566,4.139289,0.000386,0.000669,-0.917495
001698.npy,0,0.000305,0.054902,0.149020,0.486275,0.029536,3.738878,0.000996,0.000976,-0.843144
001699.npy,0,0.000198,0.094118,0.227451,0.721569,0.043473,3.717779,0.002134,0.002064,-0.858735
001700.npy,0,0.147491,0.003922,0.321569,0.839216,0.028166,3.881572,0.002275,0.005605,-1.691435
001701.npy,0,0.119461,0.003922,0.231373,0.815686,0.030758,5.729888,0.002058,0.005113,-1.577027
001702.npy,0,0.052917,0.003922,0.254902,0.729412,0.027982,4.630916,0.001925,0.003322,-1.506789
001703.npy,0,0.027817,0.027451,0.258824,0.835294,0.032981,5.643853,0.002334,0.004891,-1.529258
001704.npy,0,0.018906,0.027451,0.533333,0.937255,0.029663,11.223764,0.000425,0.006063,-1.427773
001705.npy,0,0.006821,0.058824,0.513726,0.830000,0.013267,3.190412,0.000522,0.001048,-1.541932
001706.npy,0,0.005264,0.062745,0.541176,0.807843,0.011814,3.205503,0.000366,0.000735,-1.542931
001707.npy,0,0.005859,0.058824,0.549020,0.788235,0.011273,3.130965,0.000339,0.000630,-1.522390
001708.npy,0,0.000275,0.211765,0.600000,0.937255,0.049023,3.832682,0.004413,0.007934,-1.014081
001709.npy,0,0.002502,0.074510,0.494118,0.749020,0.023480,8.628538,0.000017,0.004285,-1.330370
001710.npy,0,0.003326,0.074510,0.498039,0.784314,0.017205,10.978338,0.000015,0.000320,-1.355649
001711.npy,0,0.004105,0.066667,0.509804,0.823529,0.020288,9.953740,0.000018,0.001771,-1.357067
001712.npy,0,0.030670,0.035294,0.678431,0.839216,0.034684,10.197288,0.001065,0.008779,-1.497205
001713.npy,0,0.040543,0.031373,0.501961,0.862745,0.026369,12.736355,0.000282,0.004557,-1.472752
001714.npy,0,0.044754,0.027451,0.470588,0.862745,0.025590,13.296946,0.000213,0.003893,-1.477805
001715.npy,0,0.040573,0.031373,0.501961,0.862745,0.026075,13.073187,0.000352,0.003853,-1.478617
001716.npy,0,0.000702,0.262745,0.682353,0.949020,0.033075,7.973241,0.001805,0.008091,-1.485890
001717.npy,0,0.000092,0.239216,0.541176,0.764706,0.022199,4.867636,0.000821,0.001089,-1.384388
001718.npy,0,0.000092,0.266667,0.560784,0.768627,0.020143,5.137123,0.000653,0.000937,-1.385169
001719.npy,0,0.000061,0.294118,0.576471,0.776471,0.019965,5.017538,0.000660,0.000917,-1.374374
001720.npy,0,0.001099,0.101961,0.752941,0.960784,0.008520,8.987320,0.000041,0.000060,-1.602040
001721.npy,0,0.048599,0.003922,0.333333,0.654902,0.044007,3.577037,0.004137,0.005003,-1.479057
001722.npy,0,0.025681,0.015686,0.392157,0.752941,0.050339,3.528502,0.005378,0.006536,-1.467739
001723.npy,0,0.056122,0.003922,0.337255,0.666667,0.044828,3.514450,0.004394,0.004919,-1.468174
001724.npy,0,0.007675,0.054902,0.294118,0.729412,0.035301,5.064372,0.001052,0.005420,-1.310573
001725.npy,0,0.002136,0.149020,0.576471,0.937255,0.059170,3.961614,0.007026,0.010635,-1.325883
001726.npy,0,0.002762,0.129412,0.596078,0.960784,0.059066,3.950290,0.006818,0.012171,-1.345238
001727.npy,0,0.003235,0.101961,0.572549,0.925490,0.062840,4.218792,0.007885,0.015035,-1.326057
001728.npy,0,0.538452,0.003922,0.039216,0.819608,0.046797,6.768188,0.000942,0.018319,-1.238551
001729.npy,1,0.002029,0.141176,0.592157,0.937255,0.110898,3.218237,0.018841,0.015380,-0.890396
001730.npy,1,0.002899,0.094118,0.552941,0.937255,0.117701,3.211165,0.020255,0.016425,-0.879009
001731.npy,1,0.002853,0.094118,0.556863,0.937255,0.117503,3.205348,0.020558,0.016030,-0.880614
001732.npy,0,0.030121,0.031373,0.337255,0.980392,0.015194,5.165316,0.000284,0.000359,-1.491062
001733.npy,0,0.101105,0.023529,0.109804,0.905882,0.015457,3.572154,0.000284,0.000313,-1.345436
001734.npy,0,0.060623,0.031373,0.105882,0.807843,0.015118,3.492162,0.000275,0.000257,-1.299046
001735.npy,0,0.117645,0.023529,0.098039,0.854902,0.014594,3.526592,0.000247,0.000258,-1.331099
001736.npy,0,0.083359,0.015686,0.274510,0.901961,0.031238,5.681753,0.002208,0.007185,-1.625277
001737.npy,0,0.020142,0.035294,0.305882,0.819608,0.037789,4.454204,0.003847,0.007594,-1.544320
001738.npy,0,0.033356,0.035294,0.278431,0.815686,0.037321,4.613688,0.003821,0.008339,-1.565805
001739.npy,0,0.010864,0.047059,0.337255,0.830000,0.039710,4.278903,0.004283,0.007724,-1.551209
001740.npy,0,0.103485,0.007843,0.200000,0.819608,0.024869,6.531072,0.000594,0.001178,-1.252144
001741.npy,0,0.687881,0.007843,0.023529,0.627451,0.021860,10.233424,0.000607,0.001597,-1.368675
001742.npy,0,0.592270,0.007843,0.027451,0.682353,0.025449,10.243783,0.000668,0.001843,-1.359554
001743.npy,0,0.688202,0.007843,0.023529,0.627451,0.021892,10.272017,0.000615,0.001604,-1.368834
001744.npy,1,0.001190,0.086275,0.419608,0.792157,0.085661,4.074600,0.010567,0.019997,-0.903225
001745.npy,1,0.000885,0.117647,0.815686,0.874510,0.063343,5.652604,0.005169,0.019757,-0.865802
001746.npy,1,0.000961,0.117647,0.811765,0.870588,0.063069,5.653733,0.005459,0.019586,-0.866560
001747.npy,1,0.001007,0.101961,0.694118,0.874510,0.074563,4.847251,0.010314,0.021734,-0.850346
001748.npy,0,0.043365,0.015686,0.337255,0.737255,0.069642,3.649094,0.008469,0.010470,-1.077054
001749.npy,0,0.000015,0.286275,0.556863,0.964706,0.038424,4.267176,0.002719,0.004335,-1.260788
001750.npy,0,0.000031,0.301961,0.560784,0.960784,0.036442,4.190612,0.002343,0.003682,-1.256666
001751.npy,0,0.000015,0.298039,0.584314,0.968627,0.035731,4.302478,0.002409,0.003744,-1.274728
001752.npy,0,0.000244,0.839216,0.874510,0.917647,0.007607,2.376287,0.000061,0.000015,-1.130337
001753.npy,0,0.004532,0.062745,0.701961,0.843137,0.038199,12.705587,0.000108,0.004758,-1.304349
001754.npy,0,0.004333,0.062745,0.223529,0.843137,0.046259,10.611689,0.000298,0.011946,-1.297608
001755.npy,0,0.004349,0.062745,0.223529,0.843137,0.046316,10.598261,0.000411,0.012355,-1.298888
001756.npy,0,0.218918,0.000000,0.184314,0.631373,0.026599,8.051027,0.000774,0.003841,-1.393041
001757.npy,0,0.012527,0.043137,0.364706,0.725490,0.015694,5.027697,0.000442,0.000900,-1.523884
001758.npy,0,0.012314,0.043137,0.325490,0.729412,0.015806,5.013731,0.000451,0.000961,-1.522265
001759.npy,0,0.012741,0.043137,0.400000,0.733333,0.015341,5.169873,0.000404,0.000821,-1.519759
001760.npy,0,0.000641,0.094118,0.321569,0.964706,0.019386,6.875645,0.000505,0.001039,-1.394369
001761.npy,0,0.260498,0.003922,0.105882,0.615686,0.053873,3.922866,0.003409,0.007457,-1.004526
001762.npy,0,0.163086,0.003922,0.164706,0.760784,0.073314,3.698088,0.007127,0.012479,-0.973904
001763.npy,0,0.247986,0.003922,0.121569,0.631373,0.049449,3.937219,0.003322,0.005228,-1.018937
001764.npy,0,0.000122,0.243137,0.588235,0.776471,0.044775,3.180005,0.002010,0.001445,-0.910397
001765.npy,0,0.002747,0.074510,0.537255,0.909804,0.031767,2.432417,0.001296,0.000454,-0.825262
001766.npy,0,0.000015,0.121569,0.556863,0.913725,0.031535,2.421777,0.001268,0.000404,-0.816344
001767.npy,0,0.000824,0.078431,0.552941,0.921569,0.031241,2.411308,0.001243,0.000410,-0.832514
001768.npy,0,0.001251,0.137255,0.764706,0.819608,0.012521,10.382750,0.000128,0.000172,-1.471922
001769.npy,0,0.000244,0.270588,0.588235,0.760784,0.030000,3.204638,0.002321,0.002976,-1.463598
001770.npy,0,0.000153,0.321569,0.596078,0.772549,0.030550,3.222576,0.002353,0.002940,-1.442714
001771.npy,0,0.000031,0.388235,0.662745,0.803922,0.026657,3.588471,0.001615,0.002007,-1.432366
001772.npy,1,0.012848,0.043137,0.615686,0.945098,0.086086,4.192952,0.014666,0.030580,-1.213722
001773.npy,0,0.426788,0.007843,0.074510,0.603922,0.033015,4.650002,0.001137,0.004607,-1.008740
001774.npy,0,0.418030,0.007843,0.082353,0.603922,0.033595,4.581205,0.001323,0.004775,-1.004760
001775.npy,0,0.354401,0.007843,0.113725,0.623529,0.037866,4.280429,0.001932,0.005295,-0.998767
001776.npy,1,0.000748,0.086275,0.674510,0.890196,0.096691,4.367963,0.023064,0.047757,-1.030391
001777.npy,1,0.002701,0.070588,0.658824,0.866667,0.068593,4.867055,0.015142,0.031885,-1.315961
001778.npy,1,0.003616,0.066667,0.619608,0.839216,0.071668,4.777551,0.017181,0.033757,-1.316582
001779.npy,1,0.003906,0.062745,0.560784,0.843137,0.075849,4.579508,0.019332,0.033679,-1.286382
001780.npy,0,0.000092,0.600000,0.933333,0.964706,0.018801,9.598461,0.000158,0.000532,-1.148256
001781.npy,0,0.000046,0.486275,0.650980,0.839216,0.046630,2.574091,0.002591,0.000785,-0.688669
001782.npy,0,0.000015,0.400000,0.600000,0.780392,0.042500,2.524010,0.002196,0.000611,-0.709658
001783.npy,0,0.000015,0.427451,0.631373,0.815686,0.044162,2.521820,0.002376,0.000660,-0.711673
001784.npy,0,0.052505,0.015686,0.282353,0.803922,0.038890,7.037632,0.002006,0.009503,-1.369324
001785.npy,0,0.008728,0.050980,0.631373,0.996078,0.049553,5.969449,0.006101,0.020924,-1.484427
001786.npy,0,0.005325,0.058824,0.631373,0.996078,0.049194,6.017287,0.005291,0.022621,-1.482895
001787.npy,0,0.006393,0.058824,0.631373,0.996078,0.049235,6.005522,0.005644,0.021812,-1.486013
001788.npy,0,0.068375,0.027451,0.192157,0.847059,0.038351,6.399769,0.002868,0.009472,-1.594709
001789.npy,0,0.000641,0.184314,0.564706,0.800000,0.059764,3.297229,0.006740,0.007311,-1.242867
001790.npy,0,0.001221,0.160784,0.552941,0.823529,0.064167,3.323246,0.007534,0.007855,-1.212744
001791.npy,0,0.001312,0.164706,0.560784,0.823529,0.062993,3.299360,0.007463,0.008561,-1.219891
001792.npy,0,0.000198,0.129412,0.286275,0.815686,0.053078,6.282310,0.002365,0.003413,-0.914690
001793.npy,0,0.004730,0.070588,0.803922,0.882353,0.060396,6.482636,0.001227,0.023652,-1.187112
