path,cluster,bg_frac,p1,p50,p99,grad_mean,grad_tail,var_med,var_iqr,spec_slope
000000.npy,0,0.372620,0.007843,0.086275,0.882353,0.023691,6.142598,0.001000,0.003772,-1.718231
000001.npy,0,0.027084,0.031373,0.309804,0.831373,0.021715,4.121057,0.001117,0.002176,-1.674431
000002.npy,0,0.035172,0.023529,0.290196,0.811765,0.021778,4.018733,0.001094,0.002327,-1.657504
000003.npy,0,0.027985,0.027451,0.286275,0.796078,0.021119,4.054684,0.000998,0.002050,-1.654353
000004.npy,1,0.002991,0.066667,0.388235,0.705882,0.077277,3.864772,0.010499,0.015067,-0.892501
000005.npy,0,0.002197,0.113725,0.266667,0.431373,0.032598,4.344334,0.001468,0.001892,-0.816772
000006.npy,0,0.002213,0.113725,0.266667,0.431373,0.032228,4.387831,0.001477,0.001919,-0.818837
000007.npy,0,0.002151,0.109804,0.262745,0.435294,0.032395,4.481177,0.001421,0.001917,-0.820064
000008.npy,1,0.004166,0.094118,0.517647,0.898039,0.076706,4.049421,0.012518,0.019243,-1.149429
000009.npy,0,0.004120,0.078431,0.545098,0.890196,0.053157,5.585883,0.003552,0.014402,-1.147247
000010.npy,0,0.005692,0.066667,0.505882,0.862745,0.045338,6.050852,0.001860,0.010164,-1.178286
000011.npy,0,0.002975,0.086275,0.556863,0.894118,0.055105,5.415691,0.004484,0.015661,-1.144967
000012.npy,0,0.001282,0.078431,0.192157,0.909804,0.024728,3.903392,0.000891,0.001011,-1.339180
000013.npy,0,0.000519,0.113725,0.898039,0.909804,0.029868,11.718749,0.000008,0.000039,-1.178276
000014.npy,0,0.000427,0.109804,0.894118,0.909804,0.025142,13.571341,0.000008,0.000005,-1.200389
000015.npy,0,0.000702,0.105882,0.898039,0.913725,0.034123,10.431479,0.000008,0.004576,-1.174509
000016.npy,0,0.005112,0.086275,0.866667,0.976471,0.028302,9.331391,0.000601,0.003467,-1.504808
000017.npy,1,0.000809,0.113725,0.658824,0.858824,0.080156,3.234182,0.024635,0.029301,-1.276546
000018.npy,1,0.000565,0.121569,0.662745,0.854902,0.078226,3.259223,0.022848,0.028321,-1.273744
000019.npy,1,0.000671,0.117647,0.658824,0.858824,0.080245,3.236467,0.024671,0.028341,-1.276762
000020.npy,0,0.000122,0.090196,0.623529,0.886275,0.017713,3.778290,0.000669,0.001513,-1.639390
000021.npy,0,0.007019,0.054902,0.415686,0.658824,0.019340,7.842279,0.000154,0.001112,-1.403715
000022.npy,0,0.015411,0.043137,0.400000,0.647059,0.019091,8.044893,0.000155,0.001005,-1.384926
000023.npy,0,0.013931,0.043137,0.400000,0.643137,0.018995,8.062150,0.000151,0.000994,-1.385027
000024.npy,1,0.006317,0.058824,0.368627,0.854902,0.102113,3.031567,0.015592,0.012311,-0.885084
000025.npy,0,0.020859,0.035294,0.196078,0.790784,0.071752,4.303125,0.005921,0.016038,-0.984330
000026.npy,0,0.020554,0.035294,0.196078,0.786863,0.070836,4.332997,0.005637,0.015110,-0.986119
000027.npy,0,0.020554,0.035294,0.196078,0.784314,0.070719,4.340307,0.005592,0.015117,-0.986024
000028.npy,0,0.003052,0.109804,0.725490,0.937255,0.028770,4.827404,0.001271,0.002705,-1.384612
000029.npy,0,0.002731,0.078431,0.556863,0.866667,0.048784,5.315223,0.005474,0.012219,-1.370353
000030.npy,0,0.002716,0.078431,0.537255,0.854902,0.046114,5.561693,0.004249,0.010384,-1.331454
000031.npy,0,0.002838,0.078431,0.556863,0.866667,0.048795,5.311751,0.005468,0.012189,-1.370465
000032.npy,0,0.007812,0.054902,0.698039,0.984314,0.016567,12.480191,0.000078,0.000796,-1.381482
000033.npy,0,0.055603,0.019608,0.741176,0.913725,0.055174,7.120266,0.002845,0.011999,-1.345574
000034.npy,0,0.044159,0.023529,0.772549,0.945098,0.052459,7.471039,0.002683,0.006103,-1.316236
000035.npy,0,0.059967,0.019608,0.745098,0.913725,0.055130,7.117254,0.002630,0.011562,-1.327420
000036.npy,0,0.000061,0.184314,0.396078,0.639216,0.019479,6.964835,0.000369,0.000384,-1.030852
000037.npy,0,0.003601,0.074510,0.647059,0.890196,0.039445,3.279318,0.002869,0.002826,-1.252738
000038.npy,0,0.003754,0.074510,0.631373,0.854902,0.038726,3.273354,0.002812,0.002735,-1.237291
000039.npy,0,0.003769,0.070588,0.635294,0.878431,0.039803,3.287989,0.003008,0.003052,-1.241721
000040.npy,0,0.003082,0.078431,0.466667,0.815686,0.049577,4.726449,0.005389,0.011198,-1.383792
000041.npy,1,0.080231,0.000000,0.360784,0.850980,0.071569,4.137767,0.013619,0.020927,-1.495939
000042.npy,1,0.110229,0.000000,0.329412,0.847059,0.072145,4.293687,0.013527,0.020570,-1.476592
000043.npy,1,0.112137,0.000000,0.345098,0.850980,0.070946,4.352208,0.013903,0.020462,-1.481684
000044.npy,1,0.078201,0.007843,0.227451,0.984314,0.114783,3.668407,0.026624,0.030317,-1.098545
000045.npy,0,0.000870,0.113725,0.545098,0.874510,0.063991,3.880956,0.008091,0.010218,-1.394161
000046.npy,0,0.001358,0.101961,0.545098,0.917647,0.066973,3.982665,0.008683,0.011004,-1.388492
000047.npy,0,0.001419,0.105882,0.549020,0.874510,0.067589,3.706988,0.008723,0.010064,-1.357619
000048.npy,0,0.005127,0.050980,0.066667,0.870588,0.015091,11.042872,0.000029,0.000019,-1.312739
000049.npy,1,0.012817,0.039216,0.486275,0.666667,0.118165,2.675596,0.017856,0.006201,0.027427
000050.npy,1,0.012817,0.039216,0.490196,0.670588,0.118641,2.700108,0.018002,0.006091,-0.002566
000051.npy,1,0.013245,0.039216,0.486275,0.670588,0.119706,2.676001,0.018370,0.006472,0.002075
000052.npy,0,0.000092,0.403922,0.650980,0.890196,0.043491,2.489733,0.002302,0.000904,-0.909579
000053.npy,0,0.006821,0.060196,0.411765,0.847059,0.052364,5.368829,0.003678,0.008030,-1.343134
000054.npy,0,0.004929,0.066667,0.435294,0.850980,0.050489,5.106448,0.003353,0.009369,-1.352058
000055.npy,0,0.010361,0.047059,0.309804,0.756863,0.043956,5.380869,0.002998,0.009378,-1.369259
000056.npy,0,0.050461,0.027451,0.239216,0.827451,0.050007,5.431024,0.006423,0.019113,-1.527002
000057.npy,0,0.000473,0.125490,0.498039,0.894118,0.022720,2.516111,0.000856,0.000578,-1.087680
000058.npy,0,0.000168,0.137255,0.509804,0.901961,0.022654,2.511566,0.000846,0.000625,-1.075858
000059.npy,0,0.000381,0.137255,0.498039,0.898039,0.022440,2.520369,0.000823,0.000536,-1.084135
000060.npy,0,0.024704,0.035294,0.666667,0.901961,0.040131,5.101630,0.002454,0.004752,-1.489271
000061.npy,0,0.000854,0.125490,0.470588,0.635294,0.020488,4.036576,0.000739,0.001072,-1.289969
000062.npy,0,0.000488,0.129412,0.458824,0.627451,0.020731,4.177642,0.000709,0.001078,-1.279202
000063.npy,0,0.000092,0.160784,0.505882,0.662745,0.019704,4.303544,0.000642,0.001153,-1.294384
000064.npy,0,0.003342,0.086275,0.941176,0.968627,0.027258,8.668526,0.000033,0.005570,-1.539965
000065.npy,0,0.014633,0.035294,0.380392,0.833922,0.036041,4.903917,0.002254,0.003862,-1.365558
000066.npy,0,0.018600,0.027451,0.380392,0.835294,0.036425,4.903053,0.002368,0.004285,-1.366759
000067.npy,0,0.000687,0.121569,0.427451,0.937255,0.044535,5.089886,0.003370,0.006166,-1.338710
000068.npy,0,0.012238,0.043137,0.619608,0.874510,0.031862,6.716922,0.001178,0.003279,-1.475606
000069.npy,0,0.319580,0.003922,0.125490,0.623529,0.022588,6.696157,0.000785,0.004236,-1.698583
000070.npy,0,0.304169,0.003922,0.125490,0.627451,0.023620,6.775047,0.000944,0.004263,-1.665317
000071.npy,0,0.319366,0.003922,0.125490,0.623529,0.022544,6.725793,0.000784,0.004231,-1.700130
000072.npy,0,0.182358,0.019608,0.337255,0.847059,0.055387,4.786402,0.005052,0.015245,-1.442747
000073.npy,0,0.120041,0.007843,0.611765,0.862745,0.056624,4.493557,0.005074,0.007697,-1.425163
000074.npy,0,0.112762,0.007843,0.615686,0.866667,0.059408,4.528366,0.005139,0.011144,-1.436621
000075.npy,0,0.112793,0.007843,0.611765,0.862745,0.059329,4.526116,0.005233,0.010824,-1.430750
000076.npy,0,0.037811,0.027451,0.270588,0.807843,0.020854,5.642218,0.000413,0.003296,-1.652963
000077.npy,0,0.026184,0.039216,0.129412,0.654902,0.019975,4.377863,0.000489,0.000782,-1.359275
000078.npy,0,0.004379,0.058824,0.196078,0.607843,0.029352,2.819210,0.001246,0.001526,-1.194048
000079.npy,0,0.025955,0.039216,0.133333,0.482353,0.019436,3.353486,0.000551,0.000787,-1.292522
000080.npy,0,0.003052,0.101961,0.650980,0.784314,0.032899,9.536644,0.000015,0.007703,-1.175931
000081.npy,0,0.205490,0.007843,0.152941,0.894118,0.039056,6.651463,0.002118,0.006455,-1.209514
000082.npy,0,0.243973,0.007843,0.141176,0.894118,0.037801,6.634763,0.001894,0.005754,-1.200641
000083.npy,0,0.260025,0.003922,0.137255,0.894118,0.037344,6.637722,0.001756,0.005342,-1.196729
000084.npy,0,0.010727,0.047059,0.305882,0.800000,0.065273,4.828818,0.006327,0.009974,-0.947851
000085.npy,1,0.000900,0.090196,0.764706,0.945098,0.081919,4.691176,0.016358,0.042275,-1.110644
000086.npy,1,0.001251,0.082353,0.533333,0.968627,0.105533,3.863359,0.027509,0.042158,-1.071716
000087.npy,1,0.000290,0.101961,0.627451,0.968627,0.096453,4.114704,0.022736,0.042674,-1.079705
000088.npy,0,0.120071,0.019608,0.792157,0.921569,0.008532,10.012489,0.000055,0.000071,-1.715086
000089.npy,0,0.001740,0.109804,0.466667,0.869216,0.028222,3.926485,0.002289,0.004524,-1.668363
000090.npy,0,0.001526,0.125490,0.478431,0.877059,0.028576,3.915068,0.002061,0.004310,-1.646433
000091.npy,0,0.001068,0.133333,0.486275,0.870588,0.028184,3.902226,0.002021,0.004300,-1.658493
000092.npy,0,0.001968,0.078431,0.321569,0.780392,0.048049,3.762313,0.003502,0.005933,-1.231224
000093.npy,0,0.051270,0.027451,0.113725,0.607843,0.015711,6.205119,0.000213,0.000342,-1.384012
000094.npy,0,0.068130,0.027451,0.113725,0.603922,0.018981,5.996830,0.000280,0.000662,-1.381202
000095.npy,0,0.060089,0.027451,0.109804,0.603922,0.015729,6.246473,0.000211,0.000340,-1.383967
000096.npy,1,0.021866,0.015686,0.462745,0.976471,0.093451,4.341793,0.015295,0.022673,-1.144325
000097.npy,0,0.032257,0.015686,0.317647,0.792157,0.035637,3.509255,0.002591,0.004094,-1.299347
000098.npy,0,0.026047,0.019608,0.325490,0.733333,0.034384,3.400609,0.002416,0.003824,-1.281086
000099.npy,0,0.029907,0.015686,0.317647,0.788235,0.035600,3.477914,0.002581,0.004045,-1.297522
000100.npy,0,0.095749,0.019608,0.286275,0.972549,0.018268,7.253382,0.000353,0.001257,-1.424205
000101.npy,0,0.003082,0.082353,0.505882,0.909804,0.016551,2.490696,0.000550,0.000469,-1.299175
000102.npy,0,0.003830,0.082353,0.486275,0.901961,0.017006,2.528696,0.000557,0.000480,-1.325452
000103.npy,0,0.004120,0.082353,0.486275,0.921569,0.017009,2.536170,0.000560,0.000489,-1.297873
000104.npy,0,0.005768,0.058824,0.619608,0.992157,0.036386,6.566276,0.001617,0.009280,-1.617279
000105.npy,0,0.132233,0.011765,0.219608,0.980392,0.023765,5.034950,0.000906,0.005956,-1.810573
000106.npy,0,0.192261,0.007843,0.149020,0.886275,0.020544,5.727289,0.000523,0.003227,-1.790600
000107.npy,0,0.164169,0.007843,0.188235,0.976471,0.022783,5.239471,0.000758,0.005543,-1.831096
000108.npy,1,0.060944,0.015686,0.278431,0.823529,0.109270,3.727294,0.023525,0.027954,-0.894193
000109.npy,1,0.116714,0.015686,0.121569,0.937255,0.079944,5.722600,0.008255,0.028658,-1.109051
000110.npy,0,0.182297,0.007843,0.101961,0.839216,0.066743,6.189745,0.003582,0.018989,-1.067390
000111.npy,0,0.190048,0.007843,0.101961,0.819608,0.064539,6.227724,0.003331,0.017812,-1.066440
000112.npy,0,0.017960,0.039216,0.329412,0.784314,0.047487,5.941074,0.003269,0.007409,-1.235405
000113.npy,0,0.000458,0.129412,0.490196,0.788235,0.022547,4.348204,0.000493,0.001001,-1.302202
000114.npy,0,0.000519,0.125490,0.490196,0.780392,0.022932,4.288948,0.000509,0.001023,-1.295019
000115.npy,0,0.000015,0.317647,0.796078,0.909804,0.016272,11.892097,0.000049,0.000342,-1.224593
000116.npy,0,0.000366,0.098039,0.517647,0.807843,0.049021,4.346610,0.003751,0.007723,-1.211058
000117.npy,0,0.000504,0.113725,0.356863,0.705882,0.048198,3.753951,0.003582,0.005306,-1.194017
000118.npy,0,0.000412,0.117647,0.360784,0.709804,0.048075,3.754327,0.003610,0.005339,-1.194031
000119.npy,0,0.000214,0.137255,0.380392,0.686275,0.046366,3.750412,0.003402,0.004698,-1.200633
000120.npy,0,0.039169,0.031373,0.741176,0.945098,0.025465,9.950727,0.000346,0.003195,-1.442992
000121.npy,0,0.429703,0.007843,0.145098,0.831373,0.018142,12.606687,0.000105,0.002942,-1.669127
000122.npy,0,0.402161,0.007843,0.192157,0.850980,0.018968,12.905768,0.000204,0.002290,-1.649373
000123.npy,0,0.404999,0.011765,0.125490,0.854902,0.021197,12.741999,0.000132,0.003811,-1.649697
000124.npy,0,0.012283,0.047059,0.345098,0.945098,0.058439,6.780238,0.003697,0.017794,-1.193682
000125.npy,0,0.039948,0.027451,0.282353,0.843137,0.046508,5.899609,0.003831,0.009794,-1.560612
000126.npy,0,0.044800,0.023529,0.262745,0.847059,0.046335,5.967817,0.003668,0.010930,-1.548760
000127.npy,0,0.047531,0.023529,0.200000,0.854902,0.045452,6.220136,0.003351,0.009546,-1.526564
000128.npy,0,0.001373,0.098039,0.580392,0.913725,0.015914,2.487491,0.000441,0.000275,-1.213297
000129.npy,0,0.004333,0.070588,0.433333,0.803922,0.080553,3.117326,0.012228,0.010326,-1.249176
000130.npy,1,0.003937,0.070588,0.407843,0.792157,0.080675,3.107709,0.012576,0.010712,-1.261286
000131.npy,1,0.004593,0.066667,0.407843,0.796078,0.080312,3.104104,0.012561,0.010933,-1.263359
000132.npy,0,0.000153,0.305882,0.729412,0.850980,0.013752,12.280194,0.000049,0.000162,-1.249571
000133.npy,0,0.000031,0.278431,0.603922,0.862745,0.071029,2.530844,0.007294,0.002953,-0.747095
000134.npy,0,0.000168,0.160784,0.294118,0.411765,0.037157,2.704887,0.001630,0.000675,-0.709676
000135.npy,0,0.000122,0.266667,0.580392,0.847059,0.074376,2.521847,0.007832,0.003517,-0.731808
000136.npy,0,0.042130,0.043137,0.082353,0.823529,0.033491,6.557098,0.001013,0.010119,-1.481481
000137.npy,0,0.358261,0.000000,0.078431,0.443137,0.036261,4.276540,0.001719,0.002809,-1.092452
000138.npy,0,0.359375,0.000000,0.078431,0.447059,0.036057,4.317872,0.001712,0.002716,-1.100831
000139.npy,0,0.402130,0.000000,0.070588,0.435294,0.033710,4.433966,0.001495,0.002267,-1.084029
000140.npy,1,0.015656,0.035294,0.501961,0.866667,0.060370,7.450231,0.009010,0.025881,-1.324711
000141.npy,1,0.018265,0.031373,0.462745,0.929412,0.069943,6.149879,0.014784,0.032207,-1.425000
000142.npy,1,0.012375,0.043137,0.498039,0.933333,0.069294,6.174689,0.014478,0.032588,-1.428431
000143.npy,1,0.014877,0.039216,0.450980,0.937255,0.070276,6.087135,0.015581,0.033136,-1.435094
000144.npy,0,0.000641,0.105882,0.415686,0.752941,0.037730,4.890462,0.001824,0.002478,-1.185452
000145.npy,0,0.001099,0.101961,0.439216,0.886275,0.025088,2.492484,0.000756,0.000210,-0.899565
000146.npy,0,0.000839,0.098039,0.439216,0.882353,0.024996,2.463221,0.000753,0.000211,-0.905077
000147.npy,0,0.000687,0.105882,0.443137,0.882353,0.024815,2.479851,0.000737,0.000213,-0.899242
000148.npy,0,0.001022,0.113725,0.407843,0.850980,0.045260,5.795889,0.001783,0.013085,-1.315454
000149.npy,0,0.000610,0.137255,0.611765,0.933333,0.031653,3.163289,0.001198,0.000939,-1.114036
000150.npy,0,0.000687,0.133333,0.584314,0.929412,0.031177,3.144598,0.001165,0.000935,-1.118114
000151.npy,0,0.000732,0.133333,0.611765,0.929412,0.031583,3.166277,0.001207,0.000953,-1.113882
000152.npy,0,0.037277,0.027451,0.337255,0.717647,0.063175,3.972886,0.006478,0.008537,-0.995973
000153.npy,0,0.001816,0.078431,0.490196,0.858824,0.028126,2.624253,0.001333,0.001331,-1.231837
000154.npy,0,0.003464,0.254902,0.580392,0.894118,0.022480,2.879664,0.000853,0.001002,-1.298260
000155.npy,0,0.003616,0.066667,0.364706,0.866667,0.026055,2.701853,0.001144,0.001237,-1.250732
000156.npy,1,0.155167,0.019608,0.180392,0.917647,0.062023,6.090814,0.009686,0.034004,-1.396045
000157.npy,0,0.295059,0.027451,0.117647,0.611765,0.017512,14.583552,0.000128,0.000987,-1.305970
000158.npy,0,0.300552,0.027451,0.109804,0.592157,0.016321,14.920801,0.000110,0.000804,-1.354950
000159.npy,0,0.305313,0.023529,0.105882,0.592157,0.016394,15.054834,0.000105,0.000768,-1.332893
000160.npy,0,0.028000,0.027451,0.286275,0.788235,0.035594,4.783412,0.003105,0.007175,-1.665449
000161.npy,0,0.012207,0.047059,0.250980,0.780392,0.033317,4.555425,0.002764,0.007740,-1.717476
000162.npy,0,0.022797,0.031373,0.254902,0.839216,0.034180,4.709109,0.002940,0.008629,-1.700883
000163.npy,0,0.024796,0.031373,0.254902,0.800000,0.034103,4.689732,0.002920,0.007912,-1.700936
000164.npy,0,0.000259,0.215686,0.552941,0.843137,0.051758,3.258891,0.005656,0.005844,-1.461428
000165.npy,0,0.000641,0.129412,0.478431,0.839216,0.027674,3.708819,0.001915,0.003888,-1.662902
000166.npy,0,0.000916,0.133333,0.423529,0.819608,0.026408,3.872444,0.001611,0.003288,-1.641624
000167.npy,0,0.001144,0.109804,0.392157,0.690196,0.022892,3.740726,0.001200,0.002720,-1.656359
000168.npy,0,0.010147,0.047059,0.615686,0.968627,0.049263,6.191962,0.005846,0.017279,-1.350547
000169.npy,0,0.000626,0.298039,0.690196,0.929412,0.015823,6.397088,0.000256,0.000192,-1.298216
000170.npy,0,0.000046,0.356863,0.737255,0.949020,0.013440,5.675996,0.000189,0.000168,-1.295338
000171.npy,0,0.002289,0.107255,0.321569,0.768627,0.010113,12.043886,0.000049,0.000067,-1.487478
000172.npy,0,0.001877,0.247059,0.713726,0.870588,0.036669,6.466562,0.001028,0.000352,-0.944053
000173.npy,0,0.000092,0.160784,0.458824,0.866667,0.060300,2.481750,0.004207,0.001067,-0.587834
000174.npy,0,0.000137,0.141176,0.439216,0.843137,0.057871,2.447938,0.003851,0.000938,-0.603664
000175.npy,0,0.000259,0.133333,0.435294,0.841765,0.058433,2.460819,0.003903,0.000946,-0.604952
000176.npy,0,0.025665,0.023529,0.396078,0.717647,0.049770,5.015828,0.005750,0.010418,-1.041056
000177.npy,0,0.000015,0.184314,0.525490,0.843137,0.041311,2.505724,0.002193,0.000604,-0.827174
000178.npy,0,0.000061,0.521569,0.733333,0.925490,0.025061,2.519509,0.000802,0.000222,-0.914360
000179.npy,0,0.000092,0.172549,0.513726,0.890196,0.043456,2.491900,0.002441,0.000692,-0.810575
000180.npy,0,0.403595,0.000000,0.054902,0.909804,0.011199,9.455444,0.000086,0.000093,-1.484424
000181.npy,0,0.186447,0.000000,0.239216,0.807843,0.035539,6.015230,0.001608,0.003049,-1.335498
000182.npy,0,0.205307,0.000000,0.247059,0.819608,0.034913,6.514042,0.001376,0.003234,-1.347950
000183.npy,0,0.189026,0.000000,0.243137,0.827451,0.036872,6.288176,0.001630,0.003475,-1.342077
000184.npy,0,0.001099,0.141176,0.439216,0.988235,0.057535,3.443573,0.006929,0.008361,-1.153877
000185.npy,0,0.182922,0.015686,0.168627,0.662745,0.026057,3.661829,0.001862,0.004043,-1.640358
000186.npy,0,0.174164,0.015686,0.149020,0.670588,0.026076,4.037708,0.001582,0.004042,-1.648926
000187.npy,0,0.184860,0.015686,0.168627,0.658824,0.026026,3.678990,0.001874,0.003995,-1.641025
000188.npy,0,0.005508,0.062745,0.243137,0.815686,0.050134,5.249801,0.003030,0.011050,-1.190010
000189.npy,0,0.050659,0.019608,0.329412,0.894118,0.056668,5.987490,0.004887,0.014618,-1.256777
000190.npy,0,0.057404,0.015686,0.321569,0.882353,0.054116,6.059015,0.004616,0.014424,-1.286086
000191.npy,0,0.046448,0.019608,0.325490,0.892745,0.053578,6.287502,0.003967,0.013247,-1.268076
000192.npy,0,0.000031,0.352941,0.682353,0.886275,0.014063,18.330442,0.000007,0.000005,-0.899777
000193.npy,0,0.197845,0.011765,0.113725,0.874510,0.049046,6.005153,0.003564,0.016511,-1.538230
000194.npy,0,0.175522,0.015686,0.113725,0.869216,0.046166,6.370403,0.002717,0.014683,-1.531835
000195.npy,0,0.178360,0.015686,0.109804,0.866667,0.045098,6.500408,0.002505,0.013829,-1.534829
000196.npy,0,0.000732,0.184314,0.494118,0.780392,0.058631,3.959847,0.005965,0.007984,-1.130955
000197.npy,0,0.000381,0.168627,0.552941,0.811765,0.035981,3.063865,0.003453,0.003892,-1.552691
000198.npy,0,0.000290,0.203922,0.568627,0.811765,0.035556,3.072407,0.003451,0.004166,-1.538708
000199.npy,0,0.000351,0.168627,0.552941,0.807843,0.035705,3.069888,0.003395,0.003879,-1.552589
000200.npy,0,0.000229,0.109804,0.458824,0.756863,0.041795,2.695426,0.002042,0.001121,-0.771208
000201.npy,0,0.075226,0.023529,0.705882,0.945098,0.018288,2.902868,0.000531,0.000307,-1.062917
000202.npy,0,0.077728,0.019608,0.713726,0.913725,0.016684,2.938189,0.000429,0.000293,-1.056536
000203.npy,0,0.078613,0.019608,0.698039,0.917647,0.017535,2.915980,0.000492,0.000299,-1.062773
000204.npy,0,0.013611,0.039216,0.431373,0.976471,0.035757,9.647197,0.000012,0.009795,-1.176915
000205.npy,1,0.016632,0.023529,0.419608,0.827451,0.066310,4.708007,0.011792,0.020992,-1.130457
000206.npy,1,0.033417,0.015686,0.392157,0.835294,0.079827,4.096970,0.015344,0.018859,-1.064255
000207.npy,1,0.036880,0.015686,0.364706,0.843137,0.075414,4.320486,0.014237,0.020245,-1.095777
000208.npy,0,0.001266,0.090196,0.509804,0.862745,0.019632,2.596784,0.000656,0.000501,-1.230519
000209.npy,0,0.001617,0.090196,0.482353,0.862745,0.016270,2.897375,0.000427,0.000362,-1.333189
000210.npy,0,0.001633,0.086275,0.466667,0.854902,0.016820,2.916648,0.000454,0.000386,-1.333645
000211.npy,0,0.003052,0.074510,0.415686,0.827451,0.020816,3.015733,0.000712,0.000604,-1.339796
000212.npy,0,0.084625,0.035294,0.164706,0.976471,0.021322,12.158056,0.000374,0.001738,-1.473370
000213.npy,0,0.202850,0.007843,0.333333,0.622157,0.009052,6.644447,0.000044,0.000485,-1.743606
000214.npy,0,0.118286,0.011765,0.529412,0.631373,0.009094,5.963688,0.000064,0.000135,-1.658758
000215.npy,0,0.136566,0.007843,0.384314,0.698039,0.008502,7.823870,0.000038,0.000281,-1.739059
000216.npy,0,0.141571,0.015686,0.117647,0.537255,0.034313,5.585453,0.002041,0.003723,-1.294686
000217.npy,0,0.002869,0.066667,0.258824,0.972549,0.030616,5.119326,0.001557,0.002712,-1.554546
000218.npy,0,0.006180,0.058824,0.313726,0.972549,0.024596,6.351394,0.000775,0.002364,-1.559758
000219.npy,0,0.005157,0.062745,0.356863,0.976471,0.023684,6.563488,0.000671,0.002192,-1.560581
000220.npy,0,0.001694,0.078431,0.294118,0.521569,0.015889,2.816821,0.000341,0.000281,-1.249477
000221.npy,0,0.015976,0.043137,0.317647,0.960784,0.054697,6.165994,0.004239,0.016992,-1.263817
000222.npy,0,0.022919,0.031373,0.290196,0.956863,0.049643,6.006321,0.003211,0.011810,-1.274924
000223.npy,1,0.016541,0.039216,0.411765,0.984314,0.073555,5.526348,0.013539,0.041718,-1.270276
000224.npy,0,0.009171,0.050980,0.474510,0.713726,0.051170,4.614348,0.002402,0.004452,-1.022404
000225.npy,0,0.000107,0.094118,0.227451,0.560784,0.043536,2.821663,0.002329,0.001086,-0.824820
000226.npy,0,0.000443,0.113725,0.270588,0.666667,0.051674,2.630180,0.003345,0.001508,-0.808184
000227.npy,0,0.000076,0.113725,0.262745,0.643137,0.047307,2.632854,0.002798,0.001217,-0.821820
000228.npy,1,0.225967,0.000000,0.200000,0.976471,0.143638,4.010158,0.038147,0.046821,-0.961557
000229.npy,1,0.003113,0.105882,0.560784,0.972549,0.105011,3.331111,0.021573,0.023382,-1.174211
000230.npy,1,0.001404,0.121569,0.576471,0.976471,0.102155,3.358163,0.020238,0.022593,-1.171785
000231.npy,1,0.002289,0.117647,0.580392,0.976471,0.096774,3.396105,0.018306,0.021274,-1.204805
000232.npy,1,0.002274,0.070588,0.141176,0.721569,0.068963,4.887156,0.006163,0.020425,-0.840827
000233.npy,0,0.000687,0.086275,0.160784,0.650980,0.059290,4.891115,0.003772,0.011187,-0.811553
000234.npy,0,0.000519,0.090196,0.164706,0.654902,0.057351,5.065386,0.003570,0.009302,-0.818378
000235.npy,0,0.000702,0.086275,0.160784,0.635294,0.058824,4.863369,0.004264,0.010551,-0.818430
000236.npy,0,0.031250,0.031373,0.454902,0.964706,0.028992,6.151461,0.000954,0.004843,-1.461892
000237.npy,0,0.010254,0.047059,0.400000,0.745098,0.051902,3.416220,0.005661,0.006783,-1.465918
000238.npy,0,0.007523,0.054902,0.427451,0.784314,0.046640,3.495430,0.004803,0.005653,-1.513098
000239.npy,0,0.006149,0.062745,0.466667,0.796078,0.044393,3.343712,0.004353,0.005455,-1.535704
000240.npy,0,0.016510,0.043137,0.309804,0.898039,0.050406,7.359580,0.000602,0.023815,-1.155675
000241.npy,0,0.001404,0.452353,0.945098,0.976471,0.006966,11.554535,0.000009,0.000008,-1.745046
000242.npy,0,0.002838,0.368627,0.949020,0.980392,0.007884,10.877391,0.000010,0.000050,-1.769589
000243.npy,0,0.001404,0.454902,0.949020,0.976471,0.006949,11.606832,0.000009,0.000008,-1.745356
000244.npy,1,0.069351,0.015686,0.337255,0.996078,0.104856,3.353449,0.023269,0.022987,-1.058861
000245.npy,0,0.001266,0.141176,0.756863,0.850980,0.016627,17.521099,0.000034,0.000011,-1.108724
000246.npy,0,0.002686,0.091569,0.713726,0.803922,0.023881,12.913100,0.000029,0.000012,-1.102246
000247.npy,0,0.001831,0.113725,0.729412,0.819608,0.020412,14.780412,0.000031,0.000012,-1.100063
000248.npy,0,0.007492,0.050980,0.270588,0.929412,0.026462,8.548003,0.000351,0.002327,-1.268227
000249.npy,0,0.404327,0.000000,0.066667,0.698039,0.066321,4.913662,0.005014,0.020560,-0.967305
000250.npy,1,0.277298,0.000000,0.109804,0.733333,0.081600,4.118101,0.012131,0.022529,-0.941696
000251.npy,0,0.404449,0.000000,0.066667,0.698039,0.066282,4.915481,0.004998,0.020596,-0.967251
000252.npy,0,0.003021,0.086275,0.674510,0.968627,0.026931,6.220595,0.001340,0.004324,-1.547585
000253.npy,0,0.000458,0.200000,0.862745,0.984314,0.015807,11.461010,0.000064,0.000697,-1.416452
000254.npy,0,0.001450,0.164706,0.749020,0.968627,0.021666,8.331938,0.000290,0.002269,-1.471137
000255.npy,0,0.000122,0.219608,0.862745,0.988235,0.015436,11.582138,0.000063,0.000647,-1.366660
000256.npy,0,0.000031,0.290196,0.917647,0.996078,0.044602,7.689314,0.003971,0.018996,-1.240781
000257.npy,1,0.005264,0.058824,0.447059,0.988235,0.093895,4.752151,0.017965,0.028054,-1.137261
